user_id,profile
8227,"Movie Benji: Off the Leash Joe Camp Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson United States March 6, 2018 2004 PG 100 min Children & Family Movies, Dramas Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz."
9138,"Movie Coach Carter Thomas Carter Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan United States, Germany January 1, 2020 2005 PG-13 137 min Dramas, Sports Movies Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance."
3125,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
7863,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
3586,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
487,"Movie American Psycho Mary Harron Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, ChloÃ« Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner United States, Canada September 1, 2019 2000 R 102 min Comedies, Cult Movies, Dramas With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
9378,"Movie Catch Me If You Can Steven Spielberg Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin United States, Canada August 1, 2021 2002 PG-13 142 min Dramas An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
7302,"Movie Animal Crackers Tony Bancroft, Scott Christian Sava Emily Blunt, John Krasinski, Ian McKellen, Danny DeVito, Raven-SymonÃ©, Patrick Warburton, Wallace Shawn, Gilbert Gottfried, Tara Strong, Harvey Fierstein, James Arnold Taylor, Kevin Grevioux, Sylvester Stallone, Lydia Rose Taylor China, Spain, South Korea, United States July 24, 2020 2020 TV-Y7 106 min Children & Family Movies, Comedies Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands."
1085,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
2672,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
6807,"Movie A Cinderella Story Mark Rosman Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg United States, Canada September 1, 2021 2004 PG 95 min Children & Family Movies, Comedies Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?"
9852,"Movie Catch Me If You Can Steven Spielberg Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin United States, Canada August 1, 2021 2002 PG-13 142 min Dramas An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
5957,"Movie Austin Powers in Goldmember Jay Roach Mike Myers, BeyoncÃ© Knowles-Carter, Seth Green, Michael York, Robert Wagner, Mindy Sterling, Verne Troyer, Michael Caine, Fred Savage United States July 1, 2021 2002 PG-13 94 min Action & Adventure, Comedies The world's most shagadelic spy continues his fight against the diabolical Dr. Evil, who's teamed with a new foe: 1970s villain Goldmember."
5006,"Movie 187 Kevin Reynolds Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr., Tony Plana United States November 1, 2019 1997 R 119 min Dramas After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment."
9450,"Movie A Walk to Remember Adam Shankman Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson United States July 1, 2020 2002 PG 102 min Dramas, Romantic Movies When bad boy Landon is cast opposite campus bookworm Jamie in a high school play, romance blooms â until tragedy threatens to tear them apart."
8747,"Movie Bad Boys II Michael Bay Will Smith, Martin Lawrence, Jordi MollÃ , Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez United States October 1, 2019 2003 R 147 min Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
2451,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
4305,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
5773,"Movie American Psycho Mary Harron Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, ChloÃ« Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner United States, Canada September 1, 2019 2000 R 102 min Comedies, Cult Movies, Dramas With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
1109,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
8833,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
816,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
4695,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
227,"Movie 187 Kevin Reynolds Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr., Tony Plana United States November 1, 2019 1997 R 119 min Dramas After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment."
4733,"Movie American Psycho Mary Harron Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, ChloÃ« Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner United States, Canada September 1, 2019 2000 R 102 min Comedies, Cult Movies, Dramas With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
440,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
3524,"Movie Boom Kaizad Gustad Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani India March 1, 2018 2003 TV-MA 79 min Action & Adventure, Dramas, International Movies Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds."
5815,"Movie Bad Boys II Michael Bay Will Smith, Martin Lawrence, Jordi MollÃ , Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez United States October 1, 2019 2003 R 147 min Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
9261,"Movie Coach Carter Thomas Carter Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan United States, Germany January 1, 2020 2005 PG-13 137 min Dramas, Sports Movies Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance."
7990,"Movie Darna Mana Hai Prawal Raman Aftab Shivdasani, Antara Mali, Boman Irani, Isha Koppikar, Nana Patekar, Raghuvir Yadav, Rajpal Yadav, Revathy, Saif Ali Khan, Sameera Reddy, Sanjay Kapoor, Shilpa Shetty, Sohail Khan, Vivek Oberoi India August 1, 2019 2003 TV-MA 116 min Horror Movies, International Movies, Thrillers Stranded in a jungle when their car breaks down, six friends pass their time exchanging horror stories, unaware that they may be part of one themselves."
8558,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
4880,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
415,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
5123,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
2186,"Movie Bliss Lance Young Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker Canada, United States June 2, 2021 1997 R 103 min Dramas, Romantic Movies Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex."
9246,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
1854,"Movie Dr. Seuss' The Cat in the Hat Bo Welch Mike Myers, Alec Baldwin, Kelly Preston, Dakota Fanning, Spencer Breslin, Amy Hill, Sean Hayes, Dan Castellaneta United States May 1, 2019 2003 PG 82 min Children & Family Movies, Comedies While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes."""
3071,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
160,"Movie Dante's Peak Roger Donaldson Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie RenÃ©e Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma United States September 1, 2019 1997 PG-13 108 min Action & Adventure When a volcanologist comes to investigate the recent rumblings of a dormant volcano, a massive eruption has everyone in town fighting for their lives."
3248,"Movie Bad Boys II Michael Bay Will Smith, Martin Lawrence, Jordi MollÃ , Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez United States October 1, 2019 2003 R 147 min Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
7828,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
6232,"Movie Dragonheart Rob Cohen Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie United States January 1, 2020 1996 PG-13 103 min Action & Adventure, Sci-Fi & Fantasy In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth."
897,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
7007,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
6116,"Movie Awara Paagal Deewana Vikram Bhatt Akshay Kumar, Sunil Shetty, Aftab Shivdasani, Preeti Jhangiani, Amrita Arora, Aarti Chhabria, Paresh Rawal, Johny Lever, Rahul Dev, Supriya Pilgaonkar India February 16, 2021 2002 TV-14 162 min Action & Adventure, Comedies, Dramas A dentist unwittingly becomes caught in the madcap fight between two criminal brothers-in-law trying to kill one another off to claim their inheritance."
6552,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
7570,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
8465,"Movie Boom Kaizad Gustad Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani India March 1, 2018 2003 TV-MA 79 min Action & Adventure, Dramas, International Movies Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds."
8492,"Movie Bad Boys II Michael Bay Will Smith, Martin Lawrence, Jordi MollÃ , Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez United States October 1, 2019 2003 R 147 min Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
2272,"Movie Benji: Off the Leash Joe Camp Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson United States March 6, 2018 2004 PG 100 min Children & Family Movies, Dramas Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz."
5935,"Movie Benji: Off the Leash Joe Camp Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson United States March 6, 2018 2004 PG 100 min Children & Family Movies, Dramas Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz."
7854,"Movie Diary of a Chambermaid BenoÃ®t Jacquot LÃ©a Seydoux, Vincent Lindon, Clotilde Mollet, HervÃ© Pierre, MÃ©lodie Valemberg, Patrick d'AssumÃ§ao, Vincent Lacoste, JosÃ©phine Derenne, Dominique Reymond France, Belgium December 3, 2016 2015 NR 96 min Dramas, International Movies An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her."
6404,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
9290,"Movie An American Tail: Fievel Goes West Phil Nibbelink, Simon Wells Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz United States April 1, 2018 1991 G 75 min Children & Family Movies Fievel and his family head west for what turns out to be a wild adventure. Deep in cowboy country, the intrepid mouse faces down a nasty feline."
1767,"Movie Awara Paagal Deewana Vikram Bhatt Akshay Kumar, Sunil Shetty, Aftab Shivdasani, Preeti Jhangiani, Amrita Arora, Aarti Chhabria, Paresh Rawal, Johny Lever, Rahul Dev, Supriya Pilgaonkar India February 16, 2021 2002 TV-14 162 min Action & Adventure, Comedies, Dramas A dentist unwittingly becomes caught in the madcap fight between two criminal brothers-in-law trying to kill one another off to claim their inheritance."
9448,"Movie Bliss Lance Young Craig Sheffer, Sheryl Lee, Terence Stamp, Casey Siemaszko, Spalding Gray, Lois Chiles, Blu Mankuma, Ken Camroux-Taylor, Eli Gabay, Molly Parker Canada, United States June 2, 2021 1997 R 103 min Dramas, Romantic Movies Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex."
2316,"Movie Catch Me If You Can Steven Spielberg Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin United States, Canada August 1, 2021 2002 PG-13 142 min Dramas An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
9245,"Movie Boom Kaizad Gustad Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani India March 1, 2018 2003 TV-MA 79 min Action & Adventure, Dramas, International Movies Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds."
4961,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
2334,"Movie 50 First Dates Peter Segal Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph United States December 1, 2020 2004 PG-13 99 min Comedies, Romantic Movies After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
7682,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
5987,"Movie A Walk to Remember Adam Shankman Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson United States July 1, 2020 2002 PG 102 min Dramas, Romantic Movies When bad boy Landon is cast opposite campus bookworm Jamie in a high school play, romance blooms â until tragedy threatens to tear them apart."
6374,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
8309,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
8368,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
2357,"Movie Animal Crackers Tony Bancroft, Scott Christian Sava Emily Blunt, John Krasinski, Ian McKellen, Danny DeVito, Raven-SymonÃ©, Patrick Warburton, Wallace Shawn, Gilbert Gottfried, Tara Strong, Harvey Fierstein, James Arnold Taylor, Kevin Grevioux, Sylvester Stallone, Lydia Rose Taylor China, Spain, South Korea, United States July 24, 2020 2020 TV-Y7 106 min Children & Family Movies, Comedies Enchanted animal crackers turn Owen into whatever shape he eats! But to save the family circus, he'll have to keep them out of his evil uncle's hands."
6440,"Movie Diary of a Chambermaid BenoÃ®t Jacquot LÃ©a Seydoux, Vincent Lindon, Clotilde Mollet, HervÃ© Pierre, MÃ©lodie Valemberg, Patrick d'AssumÃ§ao, Vincent Lacoste, JosÃ©phine Derenne, Dominique Reymond France, Belgium December 3, 2016 2015 NR 96 min Dramas, International Movies An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable, and the husband won't stop hitting on her."
5705,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
3778,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
3759,"Movie Awara Paagal Deewana Vikram Bhatt Akshay Kumar, Sunil Shetty, Aftab Shivdasani, Preeti Jhangiani, Amrita Arora, Aarti Chhabria, Paresh Rawal, Johny Lever, Rahul Dev, Supriya Pilgaonkar India February 16, 2021 2002 TV-14 162 min Action & Adventure, Comedies, Dramas A dentist unwittingly becomes caught in the madcap fight between two criminal brothers-in-law trying to kill one another off to claim their inheritance."
3958,"Movie Bawarchi Hrishikesh Mukherjee Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal India December 31, 2019 1972 TV-PG 125 min Classic Movies, Comedies, Dramas A dysfunctional middle-class family is transformed by the attentions of their talented new chef â until he vanishes along with their valuable jewels."
7125,"Movie Bad Boys II Michael Bay Will Smith, Martin Lawrence, Jordi MollÃ , Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez United States October 1, 2019 2003 R 147 min Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
7856,"Movie Bad Boys Michael Bay Will Smith, Martin Lawrence, TÃ©a Leoni, TchÃ©ky Karyo, Theresa Randle, Joe Pantoliano, Emmanuel Xuereb, Michael Imperioli, Nestor Serrano, Julio Oscar Mechoso United States October 1, 2019 1995 R 119 min Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin."
6450,"Movie Bad Boys II Michael Bay Will Smith, Martin Lawrence, Jordi MollÃ , Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez United States October 1, 2019 2003 R 147 min Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy."
